Plant_ID,Sp_Code,Scientific_Name,Population,Flower,Flower_Mass_g,Veg_Mass
C2.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.0124,10.11
C2.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.0084,10.11
C2.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0055,10.11
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.0116,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.0139,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.031,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0246,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0142,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0265,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0302,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.0255,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.0305,23.87
C3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.038,23.87
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_1_g,0.0081,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_2_g,0.008,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_3_g,0.0097,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_4_g,0.0037,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_5_g,0.0051,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_6_g,0.0047,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_7_g,0.01,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_8_g,0.0084,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_9_g,0.0072,5.81
C4.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_10_g,0.0078,5.81
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_1_g,0.0022,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_2_g,0.0051,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_3_g,0.0031,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_4_g,0.01055,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_5_g,0.0076,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_6_g,0.0048,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_7_g,0.0083,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_8_g,0.0081,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_9_g,0.0023,15.1
C5.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_10_g,0.008,15.1
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0065,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0139,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0077,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0065,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0048,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0025,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0094,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0047,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0024,8.42
C6.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.005,8.42
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0259,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0162,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0224,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.024,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0212,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0238,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.025,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0289,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0211,6.89
C7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0233,6.89
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.0062,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.0042,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.0038,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0077,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0031,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0044,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0039,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.005,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.004,9.93
C8.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.0038,9.93
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.0061,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.0061,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.0074,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0065,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0069,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0043,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0072,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.0054,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.0051,10.15
D1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.0059,10.15
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.00765,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.00395,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.003775,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.003433333,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0059,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0082,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.004633333,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0068,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0033,3.19
D3.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.004633333,3.19
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_1_g,0.0174,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_2_g,0.0221,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_3_g,0.0238,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_4_g,0.0273,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_5_g,0.0228,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_6_g,0.0201,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_7_g,0.0301,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_8_g,0.0259,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_9_g,0.0187,3.18
D4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_10_g,0.0265,3.18
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.005,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0042,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0053,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0034,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0059,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0055,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0072,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0062,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0068,2.15
D5.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0039,2.15
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_1_g,0.0046,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_2_g,0.004,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_3_g,0.0056,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_4_g,0.0091,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_5_g,0.0053,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_6_g,0.0083,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_7_g,0.0034,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_8_g,0.0051,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_9_g,0.0048,3.02
D6.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_10_g,0.0072,3.02
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_1_g,0.0053,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_2_g,0.0072,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_3_g,0.0047,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_4_g,0.0059,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_5_g,0.0059,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_6_g,0.0056,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_7_g,0.0054,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.009,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.0048,4.06
D7.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0063,4.06
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_1_g,0.0046,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_2_g,0.004,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_3_g,0.0075,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_4_g,0.0048,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_5_g,0.0043,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_6_g,0.0072,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_7_g,0.0054,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.0058,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.005,2.93
D8.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0075,2.93
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.016,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.007,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.0149,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0148,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0078,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0112,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0046,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.0056,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.0095,10.06
E1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.0052,10.06
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0213,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0203,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0111,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0114,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0072,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0119,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0206,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0225,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0097,3.26
E2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.008,3.26
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.0045,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.0045,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.0081,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0047,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0065,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0032,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0061,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.0049,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.0041,23.81
E3.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.0038,23.81
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0075,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0025,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0048,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0028,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.007,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0081,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0033,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.004,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0066,1.67
E4.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0086,1.67
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_1_g,0.0163,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_2_g,0.0219,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_3_g,0.0118,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_4_g,0.0091,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_5_g,0.0098,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_6_g,0.0302,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_7_g,0.0166,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.0155,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.0244,4.18
E5.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0227,4.18
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_1_g,0.0075,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_2_g,0.0026,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_3_g,0.0169,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_4_g,0.0051,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_5_g,0.0166,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_6_g,0.0023,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_7_g,0.0146,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.0084,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.0065,3.08
E6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0052,3.08
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_1_g,0.0226,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_2_g,0.0113,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_3_g,0.022,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_4_g,0.0156,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_5_g,0.018,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_6_g,0.0099,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_7_g,0.00141,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_8_g,0.00138,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_9_g,0.00157,2.45
E7.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_10_g,0.0064,2.45
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_1_g,0.0061,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_2_g,0.0054,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_3_g,0.0048,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_4_g,0.00225,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_5_g,0.0034,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_6_g,0.0064,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_7_g,0.0031,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_8_g,0.005314286,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_9_g,0.0055,5.84
E8.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_10_g,0.002,5.84
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_1_g,0.0078,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_2_g,0.0067,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_3_g,0.0045,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_4_g,0.0035,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_5_g,0.0052,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_6_g,0.0056,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_7_g,0.0071,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_8_g,0.0051,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_9_g,0.0067,8.75
F1.BRODIA.1,BRODIA,Bromus diandrus,ANGELO,Flower_10_g,0.0073,8.75
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0092,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0076,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0034,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0101,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0063,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0074,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.004,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.006,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.004,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0055,6.71
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0279,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.0307,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0152,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0217,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0147,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0223,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0195,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.023,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0399,6.86
F2.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0293,6.86
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_1_g,0.0121,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_2_g,0.0097,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_3_g,0.0057,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_4_g,0.0082,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_5_g,0.004,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_6_g,0.0046,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_7_g,0.0075,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_8_g,0.0091,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_9_g,0.0084,10.81
F3.BRODIA.1,BRODIA,Bromus diandrus,BORR,Flower_10_g,0.0083,10.81
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_1_g,0.0055,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_2_g,0.003,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_3_g,0.0049,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_4_g,0.0051,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_5_g,0.0082,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_6_g,0.0035,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_7_g,0.0066,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_8_g,0.0032,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_9_g,0.0044,7.42
F4.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_10_g,0.0041,7.42
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_1_g,0.0078,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_2_g,0.0065,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_3_g,0.005,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_4_g,0.0062,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_5_g,0.0059,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_6_g,0.0062,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_7_g,0.0056,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_8_g,0.0063,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_9_g,0.0053,5.14
F5.BRODIA.1,BRODIA,Bromus diandrus,MCL,Flower_10_g,0.0047,5.14
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_1_g,0.0052,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_2_g,0.0044,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_3_g,0.0056,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_4_g,0.0116,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_5_g,0.0058,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_6_g,0.0162,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_7_g,0.0059,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_8_g,0.0115,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_9_g,0.0142,6.31
F6.BRODIA.1,BRODIA,Bromus diandrus,SEDG,Flower_10_g,0.0064,6.31
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_1_g,0.0046,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_2_g,0.006,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_3_g,0.0138,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_4_g,0.0086,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_5_g,0.0083,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_6_g,0.0065,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_7_g,0.0095,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_8_g,0.0118,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_9_g,0.0062,4.55
F7.BRODIA.1,BRODIA,Bromus diandrus,WWP,Flower_10_g,0.0098,4.55
